case	log	first_owner_lane	evidence_ref	diagnostic_key	move_shape	first_missing_fact	notes
src/20061101-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_20061101-2.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_20061101-2.c/case.log:6-22	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=2;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/20070212-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_20070212-1.c/case.log	prepared_module_target_shape_authority_gap	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_20070212-1.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_stack_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_stack_to_stack/register_to_stack_slot	prepared_move_classification_or_source_home_authority	Reason says stack-to-stack but the current published home is not stack-slot to stack-slot, so prepared authority must be clarified first.
src/20070212-3.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_20070212-3.c/case.log	prepared_module_target_shape_authority_gap	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_20070212-3.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_stack_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_stack_to_stack/register_to_stack_slot	prepared_move_classification_or_source_home_authority	Reason says stack-to-stack but the current published home is not stack-slot to stack-slot, so prepared authority must be clarified first.
src/20080719-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_20080719-1.c/case.log	prepared_module_target_shape_authority_gap	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_20080719-1.c/case.log:6-18	event_kind=pre_terminator_copies;phase=before_return;authority=none;move_count=1;parallel_copy=no;reason=return_stack_to_register;destination_kind=function_return_abi;destination_storage=register;source_home_kind=stack_slot;destination_home_kind=stack_slot;source_type=ptr;destination_type=ptr;fragment_status=generic_move_bundle_materialization_failed	before_return/authority_none/function_return_abi/return_stack_to_register	prepared_return_abi_destination_home_authority	Return ABI destination is register storage while the published destination home remains stack_slot, so prepared ABI/home authority is first.
src/20080813-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_20080813-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_20080813-1.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=rematerializable_immediate;destination_home_kind=stack_slot;source_type=i32;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/rematerializable_immediate_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/20100316-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_20100316-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_20100316-1.c/case.log:6-22	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=2;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/20100416-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_20100416-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_20100416-1.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i64;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/20120427-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_20120427-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_20120427-1.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i64;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/20120427-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_20120427-2.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_20120427-2.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i64;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/20170419-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_20170419-1.c/case.log	prepared_module_target_shape_authority_gap	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_20170419-1.c/case.log:6-19	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=rematerializable_immediate;destination_home_kind=rematerializable_immediate;source_type=i32;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/rematerializable_immediate_to_rematerializable_immediate	prepared_destination_home_shape_authority	Reason says register-to-stack but the current destination home is not a stack slot, so prepared destination authority is first.
src/20171008-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_20171008-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_20171008-1.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i8;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/920501-9.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_920501-9.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_920501-9.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i64;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/920603-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_920603-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_920603-1.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i8;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/920721-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_920721-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_920721-1.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=rematerializable_immediate;destination_home_kind=stack_slot;source_type=i32;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/rematerializable_immediate_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/920721-3.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_920721-3.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_920721-3.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/920908-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_920908-2.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_920908-2.c/case.log:6-23	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=2;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/921204-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_921204-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_921204-1.c/case.log:6-23	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=2;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/921218-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_921218-2.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_921218-2.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=rematerializable_immediate;destination_home_kind=stack_slot;source_type=i32;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/rematerializable_immediate_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/930429-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_930429-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_930429-1.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/930603-3.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_930603-3.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_930603-3.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i8;destination_type=i64;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/930713-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_930713-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_930713-1.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i8;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/930718-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_930718-1.c/case.log	prepared_module_target_shape_authority_gap	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_930718-1.c/case.log:6-19	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=rematerializable_immediate;destination_home_kind=rematerializable_immediate;source_type=i32;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/rematerializable_immediate_to_rematerializable_immediate	prepared_destination_home_shape_authority	Reason says register-to-stack but the current destination home is not a stack slot, so prepared destination authority is first.
src/931005-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_931005-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_931005-1.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i8;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/931017-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_931017-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_931017-1.c/case.log:6-22	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=2;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/931031-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_931031-1.c/case.log	prepared_module_target_shape_authority_gap	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_931031-1.c/case.log:6-19	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=rematerializable_immediate;destination_home_kind=rematerializable_immediate;source_type=i32;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/rematerializable_immediate_to_rematerializable_immediate	prepared_destination_home_shape_authority	Reason says register-to-stack but the current destination home is not a stack slot, so prepared destination authority is first.
src/931110-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_931110-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_931110-1.c/case.log:6-28	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=3;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i64;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/950511-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_950511-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_950511-1.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=rematerializable_immediate;destination_home_kind=stack_slot;source_type=i32;destination_type=i64;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/rematerializable_immediate_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/950710-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_950710-1.c/case.log	prepared_module_target_shape_authority_gap	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_950710-1.c/case.log:6-17	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_stack_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=stack_slot;destination_home_kind=stack_slot;destination_type=i64;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_stack_to_stack/stack_slot_to_stack_slot	prepared_move_type_authority	Current prepared facts omit source or destination type detail required before RV64 can lower the move safely.
src/960209-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_960209-1.c/case.log	evidence_gap	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_960209-1.c/case.log:6-7	unsupported_move_bundle_target_shape;prepared_move;bundle_requires_unsupported_RV64_moves	diagnostic_only/missing_coordinate_and_move_facts	missing_event_phase_authority_coordinate_and_move_facts	Current log confirms bucket membership but omits event kind, phase, authority, value ids, homes, types, and F128 screenable details.
src/960311-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_960311-2.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_960311-2.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/960317-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_960317-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_960317-1.c/case.log:6-23	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=2;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=rematerializable_immediate;destination_home_kind=stack_slot;source_type=i32;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/rematerializable_immediate_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/960321-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_960321-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_960321-1.c/case.log:6-27	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=3;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i64;destination_type=i8;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/960801-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_960801-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_960801-1.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=rematerializable_immediate;destination_home_kind=stack_slot;source_type=i32;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/rematerializable_immediate_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/980424-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_980424-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_980424-1.c/case.log:6-28	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=3;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i64;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/980617-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_980617-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_980617-1.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i8;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/981001-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_981001-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_981001-1.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i64;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/990106-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_990106-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_990106-1.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i8;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/990127-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_990127-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_990127-1.c/case.log:6-22	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=2;parallel_copy=no;reason=consumer_stack_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=stack_slot;destination_home_kind=stack_slot;source_type=ptr;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_stack_to_stack/stack_slot_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/990324-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_990324-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_990324-1.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i8;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/990326-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_990326-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_990326-1.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i8;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
